rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
16048,Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0,0,0,0.01
16180,Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01
16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher,0,0,0.01,0,0.01
16216,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16224,Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0,0,0,0.01
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
16268,Myself; Yourself,PS2,2007,Adventure,Yeti,0,0,0.01,0,0.01
16272,Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0,0,0.01,0,0.01
16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01
16280,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,0.01,0,0.01
16324,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01
16380,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0,0,0,0.01
16384,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01
16408,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01
16436,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01
16444,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01
16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01
16576,Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
10776,InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.1
10804,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0,0.01,0.1
10820,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0,0,0.09,0,0.09
10924,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
11040,Reading Training,DS,2007,Misc,Benesse,0.01,0,0.08,0,0.09
11096,Kenka Banchou 2: Full Throttle,PS2,2007,Action,Spike,0,0,0.09,0,0.09
11132,El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0,0,0.01,0.09
11172,F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0,0.01,0.09
11404,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0,0,0.08,0,0.08
11408,Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08
11444,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
11508,Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0,0.01,0.08
11560,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0,0,0.08,0,0.08
11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
11616,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08
11736,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0,0,0.01,0.07
11856,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07
11892,Eiken DS,DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07
11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07
11924,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07
12028,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07
12068,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0,0.06,0,0.01,0.07
12120,N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07
12124,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,0,0,0.07,0,0.07
12128,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0,0.07
12244,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07
12320,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0,0.06
12324,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,0.06,0,0.01,0.06
12388,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0,0,0,0.06
12456,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0,0,0,0.06
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,0.06,0,0.06
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06
12792,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01,0.06
12928,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,0.05
12968,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05
13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0,0,0.05,0,0.05
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05
13132,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.05
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0,0,0.05,0,0.05
13216,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13256,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0,0,0.05,0,0.05
13308,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05
13340,Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05
13364,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
13484,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
13520,Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04
13608,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04
13648,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04
13656,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13708,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04
13828,Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,0.04
13876,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0.01,0.04
13980,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,0.04
14020,World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
14080,NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.04
14132,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03
14176,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14249,Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03
14293,Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03
14321,Vegas Casino,DS,2007,Misc,Neko Entertainment,0.03,0,0,0,0.03
14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0,0,0.03,0,0.03
14449,BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14461,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0,0,0,0.03
14481,Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03
14489,Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14517,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0,0,0.03,0,0.03
14601,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03
14805,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,0.03,0,0.03
14965,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02
14989,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0,0,0,0.02
15017,SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02
15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15097,DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02
15257,Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
15281,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02
15305,Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0,0.02
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02
15373,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02
15405,Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
15417,Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02
15541,Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15545,Snow Portable,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02
15561,Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02
15597,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15673,NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02
15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02
15809,Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,0,0,0.02,0,0.02
15841,Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0,0,0,0.02
15853,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
15869,San Goku Shi DS 2,DS,2007,Strategy,Tecmo Koei,0,0,0.02,0,0.02
15905,Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
15961,Drone Tactics,DS,2007,Strategy,Success,0.01,0,0,0,0.02
16025,Wiffle Ball Advance,DS,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01
16125,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
16245,F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16257,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0,0,0.01,0,0.01
16309,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0,0.01
16321,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01
16345,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,0.01
16357,Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01
16381,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01
16393,World Snooker Championship 2007,X360,2007,Sports,Sega,0,0.01,0,0,0.01
16397,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01
16401,Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft,0.01,0,0,0,0.01
16469,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
16513,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01
16541,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,0.01,0,0,0,0.01
16561,Pro Evolution Soccer 2008,PC,2007,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
